Date,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Day_of_Week,Is_Weekend,Month,Road/Intersection Name_CMH Road,Weather Conditions_Fog,Weather Conditions_Overcast,Weather Conditions_Rain,Weather Conditions_Windy,Roadwork and Construction Activity_Yes
24-08-2022,54585,46.99478678,1.5,100,100,1,159.17,43.89019553,72.92589519,96.20147299,98,2,0,8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
25-08-2022,13093,67.17974143,1.243157572,46.00944326,65.46697346,0,76.186,74.69158957,81.355269,80.86501012,190,3,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25-08-2022,40097,26.22657471,1.5,100,100,2,130.194,44.75668522,99.06133842,53.20792808,81,3,0,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26-08-2022,46715,36.80964637,1.5,100,100,2,143.43,62.94457976,95.11440715,83.25938004,104,4,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26-08-2022,33842,46.60472505,1.5,100,100,1,117.684,59.50778735,92.67943951,93.11909592,101,4,0,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
27-08-2022,11925,65.92390289,1.300900902,33.58460673,58.29463042,4,73.85,73.95745258,88.56726367,97.69681244,202,5,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27-08-2022,47121,25.40005391,1.5,100,100,2,144.242,16.22723036,61.40255335,93.22995732,94,5,1,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28-08-2022,45640,28.38832785,1.5,100,100,3,141.28,77.80371971,61.99490163,53.14679772,106,6,1,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28-08-2022,8796,57.4267438,1.13769836,30.88145576,46.26814697,1,67.592,50.9712582,65.95097914,56.08009219,213,6,1,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
29-08-2022,37078,30.87741929,1.5,100,100,1,124.156,19.51955556,69.56621596,93.36992363,88,0,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29-08-2022,22569,41.52395218,1.026575238,67.53555983,100,0,95.138,58.50061087,90.7449692,78.39441521,107,0,0,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30-08-2022,25546,21.67314355,1.5,91.72209339,100,1,101.092,77.89520111,62.326331,71.90873369,101,1,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30-08-2022,25490,40.97957185,1.5,92.99391154,100,3,100.98,42.44681364,97.72252028,91.14774377,115,1,0,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
31-08-2022,11821,55.24645642,1.131261848,42.28581174,62.17487948,1,73.642,26.20577311,70.50019477,86.20337407,214,2,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31-08-2022,39971,40.50267468,1.5,100,100,1,129.942,68.94106181,93.81791753,64.97528595,89,2,0,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-2022,36839,49.69193732,1.5,100,100,2,123.678,29.16663664,84.94510998,57.30320575,107,3,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-2022,23379,53.8992505,1.343600113,78.01397397,100,2,96.758,16.057056,69.66789343,86.8277321,111,3,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-2022,10468,62.90309165,1.034702642,36.80956802,47.43870932,0,70.936,64.67486758,61.51709699,82.3341049,232,4,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-2022,32743,32.03829838,1.5,100,100,3,115.486,24.08477819,71.67970626,79.72411244,110,4,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
03-09-2022,61638,43.98834486,1.5,100,100,2,173.276,51.21502317,88.98362873,67.81631467,91,5,1,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
04-09-2022,44277,25.38117033,1.5,100,100,4,138.554,50.91298423,60.69026022,59.81244195,99,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
04-09-2022,41225,30.93604306,1.5,100,100,3,132.45,20.08564425,85.714533,76.00263708,109,6,1,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05-09-2022,11327,46.95612519,1.028021176,40.18807678,57.54895244,0,72.654,42.23344841,77.43073232,77.33445649,210,0,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
06-09-2022,38314,23.38250073,1.5,100,100,2,126.628,76.4063636,66.24896535,69.46110658,87,1,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
07-09-2022,10664,64.07966927,1.205084425,42.13875843,57.61109996,1,71.328,32.42646309,78.68140781,94.26050967,213,2,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
07-09-2022,38057,35.56367964,1.5,100,100,2,126.114,55.74286482,82.60574426,55.37281731,79,2,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
08-09-2022,22582,64.84363883,1.388310562,84.63692327,100,1,95.164,69.68712148,89.16539727,85.21804849,93,3,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
08-09-2022,23070,65.97817098,1.237095122,67.71092943,100,0,96.14,44.49035343,93.8964149,65.55619874,114,3,0,9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
09-09-2022,26909,32.83579003,1.5,96.77174324,100,5,103.818,10.78437751,99.47909087,74.52340388,109,4,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-09-2022,24231,34.83268909,1.048057291,77.69177448,100,5,98.462,31.30387589,71.14692611,67.8101799,91,4,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10-09-2022,10737,56.56851962,1.188156303,36.73570335,52.76960057,2,71.474,66.01770169,65.14684564,54.01385916,234,5,1,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11-09-2022,36681,28.83816394,1.5,100,100,3,123.362,14.70203038,89.58472665,91.01755606,75,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-09-2022,35719,38.98744245,1.5,100,100,3,121.438,50.94779327,68.20442643,75.29906791,114,6,1,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
12-09-2022,39495,29.70472459,1.5,100,100,2,128.99,74.07253724,72.01399211,55.56916159,105,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
13-09-2022,37075,33.97453669,1.5,100,100,3,124.15,71.54958831,83.85602549,73.51778681,116,1,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13-09-2022,51555,28.35108786,1.5,100,100,0,153.11,50.69867871,91.57915545,77.72154122,110,1,0,9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
14-09-2022,35832,33.94879799,1.5,100,100,1,121.664,13.60856853,65.09200945,54.81229394,76,2,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-09-2022,48858,27.55409615,1.5,100,100,0,147.716,76.6755709,61.89028801,62.05566342,99,2,0,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
15-09-2022,49643,20,1.5,100,100,3,149.286,56.51363457,99.38111801,69.87675679,101,3,0,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16-09-2022,39951,20,1.5,100,100,1,129.902,41.72107456,79.19177634,83.28915871,100,4,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16-09-2022,27194,25.86325663,1.5,88.88284145,100,1,104.388,44.12110387,90.59114982,82.16725827,114,4,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17-09-2022,12757,29.71077152,1.14186027,46.6775765,62.69721337,4,75.514,62.56462161,72.86634533,86.26471595,195,5,1,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17-09-2022,34811,20,1.5,100,100,3,119.622,36.87780326,73.2324446,78.24757828,90,5,1,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
18-09-2022,39506,38.92082642,1.5,100,100,3,129.012,21.56818702,74.14583904,63.1994011,98,6,1,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
19-09-2022,36322,38.19462296,1.5,100,100,1,122.644,36.35072847,93.68451088,92.98808014,104,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19-09-2022,34429,37.87124395,1.5,100,100,2,118.858,12.14303353,66.47767019,72.62850226,101,0,0,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20-09-2022,25347,34.6419238,1.5,79.89132143,100,3,100.694,55.51907057,97.47535995,52.45287246,88,1,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20-09-2022,33214,20,1.5,100,100,1,116.428,48.44161877,89.45344906,90.84939367,100,1,0,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
21-09-2022,21949,32.48529438,1.015443157,68.85814624,100,0,93.898,42.25773347,90.60919325,75.11458239,99,2,0,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
22-09-2022,23025,50.1826241,1.2191459,75.67814396,100,2,96.05,58.21956196,71.19872764,82.15916699,98,3,0,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
22-09-2022,34289,43.87480052,1.5,100,100,2,118.578,20.23724351,62.73969588,66.08893476,99,3,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23-09-2022,46348,52.15191811,1.5,100,100,3,142.696,14.57986928,96.33977005,83.38585258,103,4,0,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
23-09-2022,37232,34.66447566,1.5,100,100,3,124.464,41.52669262,68.48847872,75.02101466,107,4,0,9,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
24-09-2022,24127,57.59955981,1.21068795,76.39344513,100,2,98.254,61.68612899,61.04672553,92.99744493,98,5,1,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
24-09-2022,48069,38.23851981,1.5,100,100,2,146.138,17.55707234,97.18189137,60.65191571,108,5,1,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
25-09-2022,24146,51.21520346,1.3717204,84.26736873,100,1,98.292,66.15692354,92.1787501,80.94133973,102,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25-09-2022,26555,32.50448388,1.5,93.17932048,100,0,103.11,36.69465532,66.35163206,51.8480642,93,6,1,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26-09-2022,37343,25.81965291,1.5,100,100,0,124.686,55.84293967,69.59657213,81.55176863,97,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26-09-2022,26691,42.54886342,1.5,82.1767935,100,1,103.382,47.19220682,71.56809208,83.07977206,124,0,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27-09-2022,25807,55.72277291,1.5,89.04056588,100,1,101.614,35.91976765,69.67833842,84.14040389,103,1,0,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
27-09-2022,19926,50.0232209,1.340488775,66.31470815,100,0,89.852,56.80151931,95.43139409,64.64652378,87,1,0,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
28-09-2022,32360,33.11067746,1.5,100,100,1,114.72,12.44642863,63.62491932,79.63123677,113,2,0,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
28-09-2022,39892,21.40167411,1.5,100,100,0,129.784,45.36629947,71.45185652,80.04189174,98,2,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
29-09-2022,27381,48.3494598,1.5,96.57660146,100,2,104.762,73.01392313,99.19929527,98.56175033,91,3,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29-09-2022,20693,32.42262017,1.11153302,63.58285821,100,0,91.386,59.4580542,74.74500436,90.09896195,89,3,0,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
30-09-2022,44024,23.26837227,1.5,100,100,1,138.048,75.02281132,90.08862921,52.63689481,101,4,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30-09-2022,42950,26.05720169,1.5,100,100,1,135.9,23.48747463,90.85526907,94.47646175,110,4,0,9,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
01-10-2022,23657,48.17155712,1.259878207,78.77520712,100,2,97.314,52.29336386,91.31581836,54.06133293,106,5,1,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
01-10-2022,31303,22.34412011,1.5,97.3222746,100,0,112.606,43.0454172,69.46073819,99.8163754,102,5,1,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
02-10-2022,37095,23.88907682,1.5,100,100,1,124.19,65.59877022,72.95667434,51.10699159,102,6,1,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
02-10-2022,24960,63.76464611,1.316395088,82.3722515,100,2,99.92,53.41645755,96.19726432,51.02620911,105,6,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
03-10-2022,23473,37.33723797,1.017732992,76.02521329,100,4,96.946,52.21522929,80.8455278,75.82519383,85,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
03-10-2022,49602,40.75560721,1.5,100,100,2,149.204,50.93424851,75.75687635,71.79135567,116,0,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
04-10-2022,42698,33.16282171,1.5,100,100,2,135.396,10.80981484,74.77398249,54.10344226,109,1,0,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
04-10-2022,47769,47.50785339,1.5,100,100,4,145.538,49.7741727,83.93938437,62.26638987,112,1,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05-10-2022,25606,45.82852954,1.5,83.2479161,100,1,101.212,51.9701733,63.43173782,68.90317292,115,2,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
05-10-2022,38652,39.22383901,1.5,100,100,3,127.304,71.66426182,66.61767966,56.31627525,94,2,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
06-10-2022,36210,20,1.5,100,100,0,122.42,26.49394294,68.32286793,96.89445357,88,3,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
06-10-2022,24794,31.78170287,1.296300959,92.29675714,100,3,99.588,25.23980457,86.84834246,60.22118953,100,3,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
07-10-2022,46681,47.46655741,1.5,100,100,2,143.362,18.8002763,74.32796894,74.06951651,103,4,0,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
07-10-2022,24921,56.64512594,1.3449395,76.26903158,100,0,99.842,25.08691176,75.78190018,94.72909538,102,4,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
08-10-2022,31313,38.9224045,1.5,100,100,2,112.626,45.7027174,94.24314393,60.39106686,98,5,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
08-10-2022,32124,26.08673448,1.5,100,100,3,114.248,28.91563408,93.38166062,79.96536896,92,5,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
09-10-2022,21123,51.95884022,1.191985375,60.90317007,100,0,92.246,25.70523499,73.34047516,81.25805584,107,6,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-10-2022,52571,43.03875453,1.5,100,100,2,155.142,61.83428379,81.30546287,84.08287265,94,6,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10-10-2022,29483,37.32080804,1.5,100,100,2,108.966,63.33654155,85.95623818,81.984889,115,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-10-2022,41083,23.62734757,1.5,100,100,1,132.166,46.30131988,79.06276878,60.43402114,101,0,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11-10-2022,22225,53.9176428,1.285983142,72.85872893,100,2,94.45,58.40218227,93.14524962,82.32140576,90,1,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-10-2022,11830,46.08745697,1.371208742,38.28806225,61.73186638,0,73.66,74.85551941,61.35235319,52.10685804,170,1,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12-10-2022,27702,31.48814235,1.5,83.72617106,100,3,105.404,64.39321826,64.0186196,93.07626273,96,2,0,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
12-10-2022,54116,26.71441319,1.5,100,100,0,158.232,60.21275978,72.95219818,73.2923828,89,2,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13-10-2022,21387,39.65002327,1.0879892,70.69843172,100,1,92.774,69.70916896,73.5702511,98.1206701,93,3,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13-10-2022,47553,42.44512497,1.5,100,100,1,145.106,70.74453244,79.05940474,99.34847275,101,3,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14-10-2022,24898,34.01446174,1.033097905,86.75958998,100,2,99.796,47.29955706,64.98021573,60.12002696,107,4,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-10-2022,11505,42.34217822,1.346447772,29.67147581,61.13483699,1,73.01,11.763392,61.9996806,79.51890323,207,4,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15-10-2022,22619,42.83424123,1.253518079,68.89396711,100,0,95.238,25.96868177,98.29222558,55.2697956,100,5,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15-10-2022,24775,52.14632754,1.120244233,77.55106449,100,1,99.55,34.44314941,68.66708987,64.7072098,108,5,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
16-10-2022,38269,39.06921741,1.5,100,100,4,126.538,28.49326575,96.69527042,98.11781652,107,6,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17-10-2022,25100,34.56474837,1.5,88.20916355,100,3,100.2,58.86834721,83.55560481,84.89146142,103,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17-10-2022,41834,41.24481462,1.5,100,100,0,133.668,35.19204284,67.53583784,63.25290428,91,0,0,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18-10-2022,25429,38.92121237,1.5,78.5789168,100,0,100.858,25.06444952,62.85269168,67.96910446,98,1,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19-10-2022,38006,20,1.5,100,100,0,126.012,36.33112693,69.49994433,71.90448566,97,2,0,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
19-10-2022,35613,32.64270531,1.5,100,100,2,121.226,76.51393398,65.00251279,56.14557209,92,2,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20-10-2022,50029,41.09220969,1.5,100,100,3,150.058,40.94346621,87.48524233,68.05494548,111,3,0,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20-10-2022,50455,30.34322061,1.5,100,100,1,150.91,75.55718143,66.62502969,97.20662709,111,3,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
22-10-2022,34536,24.68911762,1.5,100,100,4,119.072,35.28874046,61.44757189,92.46504735,85,5,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22-10-2022,36453,44.05089609,1.5,100,100,2,122.906,60.93476401,71.86682177,69.0276135,96,5,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23-10-2022,27229,34.91125757,1.5,92.15281304,100,2,104.458,17.2641903,92.12734033,76.48911897,89,6,1,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
24-10-2022,11396,47.63334389,1.299563057,40.55554407,52.13992022,0,72.792,20.2395866,65.69645679,57.52315058,199,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24-10-2022,26810,51.38286544,1.5,98.75733963,100,2,103.62,34.41676185,64.98946126,73.92525185,104,0,0,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
25-10-2022,23139,24.45713427,1.279079478,74.17063044,100,3,96.278,46.9460736,68.33257203,68.70817167,109,1,0,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25-10-2022,32262,39.74083956,1.5,100,100,2,114.524,74.76488947,87.79861783,81.05981429,104,1,0,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
26-10-2022,23847,44.13367784,1.123346782,79.73750387,100,2,97.694,53.16756661,88.43159445,69.87221078,90,2,0,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
26-10-2022,23507,47.44807248,1.131966172,80.18081926,100,3,97.014,60.80358749,87.85334779,87.63420359,117,2,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27-10-2022,22777,21.14839957,1.079948817,67.57668927,100,1,95.554,69.03824009,74.4334894,85.1723065,100,3,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
28-10-2022,48026,39.89928607,1.5,100,100,2,146.052,12.4805736,94.10915747,97.02229006,97,4,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28-10-2022,44737,52.13339554,1.5,100,100,0,139.474,37.16629801,94.81816129,86.95275554,119,4,0,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
29-10-2022,36207,29.59733751,1.5,100,100,4,122.414,59.21885813,67.08363055,84.12854775,100,5,1,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
30-10-2022,38879,42.29826435,1.5,100,100,2,127.758,64.26305612,79.08619409,61.45546425,98,6,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30-10-2022,12114,44.76140171,1.347627407,32.02860554,65.04328564,0,74.228,22.73400056,83.38382163,54.03685892,201,6,1,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
31-10-2022,33412,39.61188858,1.5,100,100,2,116.824,56.22813992,99.74987373,52.28731986,123,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31-10-2022,34449,43.37868387,1.5,100,100,2,118.898,73.09519061,79.28493909,61.78791185,127,0,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
01-11-2022,36903,39.27083275,1.5,100,100,3,123.806,60.36044265,98.6834788,57.5500068,79,1,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
02-11-2022,47849,37.02959975,1.5,100,100,6,145.698,35.46118704,96.27424944,84.48088321,99,2,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
02-11-2022,12429,35.40773025,1.117659893,34.82407583,58.92935965,0,74.858,50.86209792,96.17397867,76.49085945,208,2,0,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
03-11-2022,46145,52.30172056,1.5,100,100,7,142.29,66.64870035,77.32316427,91.46888133,86,3,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
03-11-2022,23405,51.06662724,1.130768951,83.5538976,100,3,96.81,75.50796884,73.09555892,68.13452975,108,3,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
04-11-2022,40586,40.54567348,1.5,100,100,2,131.172,32.60626205,91.68256307,74.65534079,106,4,0,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
04-11-2022,22156,43.40081501,1.161629979,79.35028976,100,1,94.312,65.21642271,80.10510738,60.30795724,100,4,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05-11-2022,22356,37.21108695,1.331693467,84.22040744,100,0,94.712,62.57273322,95.08217694,96.56140855,104,5,1,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
05-11-2022,37441,51.91476429,1.5,100,100,0,124.882,72.88567386,84.90910031,86.38971852,95,5,1,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
06-11-2022,12335,45.41671854,1.108942895,44.77453781,58.39757543,0,74.67,15.46524233,95.2317264,65.52187008,188,6,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
06-11-2022,48733,44.06694852,1.5,100,100,2,147.466,15.61346023,96.42752402,73.02626711,90,6,1,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
07-11-2022,54941,20,1.5,100,100,2,159.882,69.70801764,87.19796694,54.74608413,101,0,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
07-11-2022,45103,45.26416176,1.5,100,100,1,140.206,60.42616076,93.99967477,55.58358619,95,0,0,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
08-11-2022,13099,43.14931076,1.334453687,45.73671708,62.0615841,0,76.198,76.82773886,76.85590728,82.40805084,222,1,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
09-11-2022,47359,41.37385837,1.5,100,100,1,144.718,59.62164485,92.58673333,89.43745834,102,2,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-11-2022,10943,40.97210179,1.289850461,34.77572281,56.75959447,0,71.886,19.23424232,65.27956094,60.16318762,180,2,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10-11-2022,21996,29.56114721,1.241018656,65.85615964,100,0,93.992,58.42408338,97.31549574,93.49373234,107,3,0,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10-11-2022,52196,21.29390722,1.5,100,100,3,154.392,52.35140172,98.79201978,86.90600046,100,3,0,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
11-11-2022,45120,44.07610201,1.5,100,100,2,140.24,69.09317158,67.1770442,58.70548512,107,4,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-11-2022,21473,35.48763442,1.142424346,75.86210255,100,3,92.946,59.25358984,81.39021653,93.41700807,119,4,0,11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
12-11-2022,46732,20.43956169,1.5,100,100,5,143.464,21.34447931,71.63367121,80.8388534,80,5,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12-11-2022,33279,55.41638217,1.5,100,100,1,116.558,16.61115831,99.15411863,86.29799501,93,5,1,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
13-11-2022,24558,34.21380988,1.17612643,76.37053305,100,4,99.116,32.51477027,81.54801668,98.75030299,76,6,1,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14-11-2022,34255,28.86245357,1.5,100,100,4,118.51,67.29058936,91.71527974,89.89767163,112,0,0,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
14-11-2022,48231,43.19203518,1.5,100,100,2,146.462,42.89356206,70.63195989,79.52070974,109,0,0,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
15-11-2022,21700,40.46269134,1.260854454,77.79622236,100,1,93.4,18.79718049,96.38687252,92.1892216,99,1,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15-11-2022,32251,40.09161043,1.5,100,100,3,114.502,49.57471506,63.64057661,69.34630567,91,1,0,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
16-11-2022,11230,54.77845819,1.354882089,31.13270522,57.00505755,0,72.46,38.18831039,95.2825758,80.41737542,208,2,0,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16-11-2022,11757,52.04015403,1.119293011,37.52091447,57.8807158,0,73.514,16.42796067,64.34506371,79.95943491,196,2,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17-11-2022,37446,20,1.5,100,100,0,124.892,65.98940496,84.70869366,86.51966685,115,3,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17-11-2022,52281,44.06055958,1.5,100,100,4,154.562,16.87247541,94.08483835,76.67440944,103,3,0,11,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
18-11-2022,23626,53.51270564,1.317398703,72.81189653,100,0,97.252,38.902888,70.49127867,77.47157979,93,4,0,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18-11-2022,37606,20,1.5,100,100,2,125.212,37.9416119,99.99075859,63.05257694,93,4,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
